image_path,label,class_name,fold
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2243.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2692.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca91.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1863.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1387.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1337.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4588.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca22.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2054.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4763.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2123.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3844.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3004.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca899.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1147.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1979.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca589.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3447.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2495.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca563.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3099.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3886.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1898.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1332.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3222.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3494.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4947.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1624.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2723.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4688.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1566.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4592.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2664.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca250.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1441.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca779.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2061.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca894.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca735.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2582.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4453.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca536.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3358.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3321.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca712.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4816.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca500.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca788.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2454.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1212.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3191.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2441.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3613.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2895.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2117.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1770.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3545.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3253.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca352.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2008.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2019.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4652.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3676.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2923.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1495.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4831.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca644.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1263.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3008.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2030.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3694.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3609.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4547.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4247.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2491.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4527.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2212.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1784.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1695.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1951.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2773.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2340.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3043.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca966.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2884.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3737.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3373.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1768.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1160.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4955.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3216.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2769.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3649.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1970.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca220.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3034.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3181.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2378.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3466.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2043.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1629.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1229.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3264.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4710.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1603.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1639.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca574.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3788.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3932.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1621.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2494.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4705.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1439.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca484.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4495.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4921.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca2398.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4303.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1324.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca801.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4573.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1145.jpeg,0,colon_aca,2
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca4964.jpeg,0,colon_aca,3
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca3851.jpeg,0,colon_aca,1
E:\lung_colon_image_set\colon_image_sets\colon_aca\colonca1.jpeg,0,colon_aca,2
